,Entity_EU_ReferenceNumber,Entity_SubjectType_ClassificationCode,NameAlias_WholeName,Address_City,Address_CountryDescription
15943,EU.6796.83,person,,,
15944,EU.6796.83,person,,,
15945,EU.6797.82,person,Dmitrij Sergejevitj KARSIUK,,
15946,EU.6797.82,person,Dzmitryj Siarhejevitj KARSIUK,,
15947,EU.6797.82,person,Дмитрий Сергеевич КАРСЮК,,
15948,EU.6797.82,person,Дзмітрый Сяргеевіч КАРСЮК,,
15949,EU.6797.82,person,Dmitriy Sergeevich KARSIUK,,
15950,EU.6797.82,person,Dzmitry Siarheevich KARSIUK,,
15951,EU.6797.82,person,,,
15952,EU.6797.82,person,,,
15953,EU.6812.53,person,Camila Antonia ORTEGA MURILLO,,
15954,EU.6812.53,person,,,
15955,EU.6812.53,person,,,
15956,EU.6812.53,person,,,
15957,EU.6812.53,person,,,
15958,EU.6813.52,person,Laureano Facundo  ORTEGA MURILLO,,
15959,EU.6813.52,person,,,
15960,EU.6813.52,person,,,
15961,EU.6813.52,person,,,
15962,EU.6813.52,person,,,
15963,EU.6814.51,person,Brenda Isabel ROCHA  CHACÓN,,
15964,EU.6814.51,person,,,
15965,EU.6814.51,person,,,
15966,EU.6815.50,person,Cairo Melvin  AMADOR ARRIETA,,
15967,EU.6815.50,person,,,
15968,EU.6815.50,person,,,
15969,EU.6816.49,person,Lumberto Ignacio  CAMPBELL HOOKER,,
15970,EU.6816.49,person,,,
15971,EU.6816.49,person,,,
15972,EU.6816.49,person,,,
15973,EU.6816.49,person,,,
15974,EU.6817.48,person,Nahima Janett DÍAZ FLORES,,
15975,EU.6817.48,person,,,
15976,EU.6817.48,person,,,
15977,EU.6818.47,person,Luis Ángel MONTENEGRO ESPINOZA,,
15978,EU.6818.47,person,,Managua,NICARAGUA
15979,EU.6818.47,person,,,
15980,EU.6818.47,person,,,
15981,EU.6818.47,person,,,
15982,EU.6819.46,enterprise,La Policía Nacional  Nicaragüense,,
15983,EU.6819.46,enterprise,National Police of  Nicaragua,,
15984,EU.6819.46,enterprise,Policía Nacional de Nicaragua,,
15985,EU.6819.46,enterprise,Национална полиция на Никарагуа,,
15986,EU.6819.46,enterprise,Nicaraguas nationale politi,,
15987,EU.6819.46,enterprise,Nikaragujská státní policie,,
15988,EU.6819.46,enterprise,Nicaragua riiklik politsei,,
15989,EU.6819.46,enterprise,Nationalpolizei Nicaraguas,,
15990,EU.6819.46,enterprise,Εθνική Αστυνομία της Νικαράγουας,,
15991,EU.6819.46,enterprise,Nacionalna policija Nikaragve,,
15992,EU.6819.46,enterprise,Police nationale du Nicaragua,,
15993,EU.6819.46,enterprise,Nikaragvos nacionalinė policija,,
15994,EU.6819.46,enterprise,Nikaragvas Valsts policija,,
15995,EU.6819.46,enterprise,Polizia nazionale del Nicaragua,,
15996,EU.6819.46,enterprise,Nationale politie van Nicaragua,,
15997,EU.6819.46,enterprise,Pulizija Nazzjonali tan-Nikaragwa,,
15998,EU.6819.46,enterprise,Nicaraguai Nemzeti Rendőrség,,
15999,EU.6819.46,enterprise,Polícia Nacional da Nicarágua,,
16000,EU.6819.46,enterprise,Nikaraguańska Policja Państwowa,,
16001,EU.6819.46,enterprise,Nacionalna policija Nikaragve,,
16002,EU.6819.46,enterprise,Nikaragujská štátna polícia,,
16003,EU.6819.46,enterprise,Poliția Națională din Nicaragua,,
16004,EU.6819.46,enterprise,Den nationella polisen i Nicaragua,,
16005,EU.6819.46,enterprise,Nicaraguan kansallinen poliisi,,
16006,EU.6819.46,enterprise,,Managua,NICARAGUA
16007,EU.6820.24,enterprise,Consejo Supremo Electoral,,
16008,EU.6820.24,enterprise,Supreme Electoral  Council,,
16009,EU.6820.24,enterprise,Det øverste valgråd,,
16010,EU.6820.24,enterprise,Nejvyšší volební rada,,
16011,EU.6820.24,enterprise,Върховен избирателен съвет,,
16012,EU.6820.24,enterprise,Ανώτατο Εκλογικό Συμβούλιο,,
16013,EU.6820.24,enterprise,Kõrgem valimisnõukogu,,
16014,EU.6820.24,enterprise,Oberster Wahlrat,,
16015,EU.6820.24,enterprise,Aukščiausioji rinkimų taryba,,
16016,EU.6820.24,enterprise,Augstākā vēlēšanu padome,,
16017,EU.6820.24,enterprise,Consiglio supremo elettorale,,
16018,EU.6820.24,enterprise,Vrhovno izborno povjerenstvo,,
16019,EU.6820.24,enterprise,Conseil électoral suprême,,
16020,EU.6820.24,enterprise,Hoge Kiesraad,,
16021,EU.6820.24,enterprise,Kunsill Elettorali Suprem,,
16022,EU.6820.24,enterprise,Legfelsőbb Választási Tanács,,
16023,EU.6820.24,enterprise,Conselho Supremo Eleitoral (CSE),,
16024,EU.6820.24,enterprise,Najwyższa Rada Wyborcza,,
16025,EU.6820.24,enterprise,Korkein vaalineuvosto,,
16026,EU.6820.24,enterprise,Vrhovni volilni svet,,
16027,EU.6820.24,enterprise,Najvyššia volebná rada,,
16028,EU.6820.24,enterprise,Consiliul Electoral Suprem,,
16029,EU.6820.24,enterprise,Det högsta valrådet,,
16030,EU.6820.24,enterprise,,Managua,NICARAGUA
16031,EU.6821.23,enterprise,Nicaraguan Institute of Telecommunications and Postal Services,,
16032,EU.6821.23,enterprise,Nicaraguanisches Institut für Telekommunikation und Postdienste,,
16033,EU.6821.23,enterprise,Det nicaraguanske institut for telekommunikations- og posttjenester,,
16034,EU.6821.23,enterprise,Nikaragujský institut pro telekomunikace a poštovní služby,,
16035,EU.6821.23,enterprise,Instituto Nicaragüense de Telecomunicaciones y Correos,,
16036,EU.6821.23,enterprise,Никарагуански институт по телекомуникации и пощенски услуги,,
16037,EU.6821.23,enterprise,Institut nicaraguayen des télécommunications et des services postaux,,
16038,EU.6821.23,enterprise,Ινστιτούτο Τηλεπικοινωνιών και Ταχυδρομείων της Νικαράγουας,,
16039,EU.6821.23,enterprise,Nicaragua telekommunikatsiooni ja postiteenuste instituut,,
16040,EU.6821.23,enterprise,Nikaragvos telekomunikacijų ir pašto įstaiga,,
16041,EU.6821.23,enterprise,Nikaragvas Telekomunikāciju un pasta pakalpojumu pārvalde,,
16042,EU.6821.23,enterprise,Istituto nicaraguense delle telecomunicazioni e dei servizi postali,,
16043,EU.6821.23,enterprise,Nikaragvanski institut za telekomunikacije i poštanske usluge,,
16044,EU.6821.23,enterprise,L-Istitut tan-Nikaragwa għat-Telekomunikazzjoni u s-Servizzi tal-Posta,,
16045,EU.6821.23,enterprise,Nicaraguai Távközlési és Postai szolgáltatások Intézete,,
16046,EU.6821.23,enterprise,Institutul Nicaraguan de Telecomunicații și Servicii Poștale,,
16047,EU.6821.23,enterprise,Instituto Nicaraguense de Telecomunicações e Correios,,
16048,EU.6821.23,enterprise,Nikaraguański Instytut Usług Telekomunikacyjnych i Pocztowych,,
16049,EU.6821.23,enterprise,Nicaraguaans Instituut voor Telecommunicatie en Postdiensten,,
16050,EU.6821.23,enterprise,Det nicaraguanska institutet för telekommunikation och posttjänster,,
16051,EU.6821.23,enterprise,The Nicaraguan Institute of Telecommunications and Postal Services,,
16052,EU.6821.23,enterprise,Nikaragovski inštitut za telekomunikacije in poštne storitve,,
16053,EU.6821.23,enterprise,Nikaragujský inštitút telekomunikačných a poštových služieb,,
16054,EU.6821.23,enterprise,,Managua,
16055,EU.6832.88,person,Shihab Mahajar,,
16056,EU.6832.88,person,Shihab Mohajir,,
16057,EU.6832.88,person,Shihab Muhajer,,
16058,EU.6832.88,person,Shihab al Muhajir,,
16059,EU.6832.88,person,Shahab Mahajar,,
16060,EU.6832.88,person,Shahab Mohajir,,
16061,EU.6832.88,person,Shahab Muhajer,,
16062,EU.6832.88,person,Dr. Shahab al Muhajir,,
16063,EU.6832.88,person,Sanaullah Ghafari,,
16064,EU.6832.88,person,ثناء اللہ غفاری,,
16065,EU.6832.88,person,,Kunduz,AFGHANISTAN
16066,EU.6832.88,person,,,AFGHANISTAN
16067,EU.6832.88,person,,,
16068,EU.6832.88,person,,,
16069,EU.6833.87,person,Général Ali Darassa,,
16070,EU.6833.87,person,Ali Darrassa,,
16071,EU.6833.87,person,Ali Daras,,
16072,EU.6833.87,person,Ali Mahamat Darassa,,
16073,EU.6833.87,person,Ali Darassa Mahamat,,
16074,EU.6833.87,person,Ali DARASSA,,
16075,EU.6833.87,person,,,
16076,EU.6833.87,person,,,
16077,EU.6833.87,person,,,
16078,EU.6852.26,person,Achraf Ben Fathi Ben Mabrouk Guizani,,
16079,EU.6852.26,person,Achref Ben Fethi Ben Mabrouk Guizani,,
16080,EU.6852.26,person,Abu ‘Ubaydah al-Kafi,,
16081,EU.6852.26,person,Ashraf al-Gizani,,
16082,EU.6852.26,person, أشرف   القيزاني,,
16083,EU.6852.26,person,Ashraf Al-Qizani,,
16084,EU.6852.26,person,,,
16085,EU.6852.26,person,,,
16086,EU.6852.26,person,,,
16087,EU.6853.25,enterprise,Ajnad,,
16088,EU.6853.25,enterprise,Daesh Tunisia,,
16089,EU.6853.25,enterprise,Vanguards of the Soldiers of the Caliphate,,
16090,EU.6853.25,enterprise,Tala I Jund al-Khilafah,,
16091,EU.6853.25,enterprise,Soldiers of the Caliphate in Tunisia,,
16092,EU.6853.25,enterprise,Jund al-Khilafah fi Tunis,,
16093,EU.6853.25,enterprise,Jund al Khilafah,,
16094,EU.6853.25,enterprise,Jund al-Khilafa,,
16095,EU.6853.25,enterprise,Soldiers of the Caliphate,,
16096,EU.6853.25,enterprise,ISIL-Tunisia Province,,
16097,EU.6853.25,enterprise,ISIL-Tunisia,,
16098,EU.6853.25,enterprise,جند الخلافة في تونس,,
16099,EU.6853.25,enterprise,Jund Al-Khilafah in Tunisia (JAK-T),,
16100,EU.6872.61,person,Ousama Mahmood,,
16101,EU.6872.61,person,Ustadh Usama Mahmood,,
16102,EU.6872.61,person,Osama MAHMOOD,,
16103,EU.6872.61,person,,,
16104,EU.6873.60,person,Sultan Aziz Ezzam,,
16105,EU.6873.60,person,Sultan Azziz Azzam,,
16106,EU.6873.60,person,Sultan Aziz,,
16107,EU.6873.60,person,Aziz Azam,,
16108,EU.6873.60,person,Sultan Aziz AZAM,,
16109,EU.6873.60,person,,,
16110,EU.6873.60,person,,,
16111,EU.6874.59,enterprise,Qaedat  al-Jihad in the Indian Subcontinent,,
16112,EU.6874.59,enterprise,Al-Qa’ida in the Indian Subcontinent,,
16113,EU.6874.59,enterprise,Al-Qaeda in the Indian Subcontinent (AQIS),,
16114,EU.6874.59,enterprise,Qaedat al-Jihad del Subcontinente Indio,,
16115,EU.6874.59,enterprise,Al-Qaida del Subcontinente Indio,,
16116,EU.6874.59,enterprise,Al Qaeda del Subcontinente Indio,,
16117,EU.6874.59,enterprise,Ал-Кайда на Индийския субконтинент,,
16118,EU.6874.59,enterprise,Qaedat al-Jihad auf dem indischen Subkontinent,,
16119,EU.6874.59,enterprise,Al-Qa’ida auf dem indischen Subkontinent,,
16120,EU.6874.59,enterprise,Al-Qaeda auf dem indischen Subkontinent,,
16121,EU.6874.59,enterprise,al-Káida na indickém subkontinentu,,
16122,EU.6874.59,enterprise,Al-Qaeda i bhfo-ilchríoch na hIndia (AQIS),,
16123,EU.6874.59,enterprise,Al-Qaida en guerre sainte dans le sous-continent indien,,
16124,EU.6874.59,enterprise,India poolsaare Al Qaeda,,
16125,EU.6874.59,enterprise,Qaedat al-Jihad i bhfo-ilchríoch na hIndia,,
16126,EU.6874.59,enterprise,Al-Qa’ida i bhfo-ilchríoch na hIndia,,
16127,EU.6874.59,enterprise,Qaedat al-Jihad na Indijskom potkontinentu,,
16128,EU.6874.59,enterprise,Al-Qa’ida na Indijskom potkontinentu,,
16129,EU.6874.59,enterprise,Al-Qaida na Indijskom potkontinentu (AQIS),,
16130,EU.6874.59,enterprise,Al-Kaida az Indiai Szubkontinensen,,
16131,EU.6874.59,enterprise,Indijos pusiasalio Al-Qaida,,
16132,EU.6874.59,enterprise,Al-Qàida in the Indian Subcontinent,,
16133,EU.6874.59,enterprise,Qaedat al-Jihad fis-Subkontinent Indjan,,
16134,EU.6874.59,enterprise,Al-Qa’ida fis-Subkontinent Indjan,,
16135,EU.6874.59,enterprise,Al-Qaeda fis-Subkontinent Indjan (AQIS),,
16136,EU.6874.59,enterprise,Qaedat al-Jihad op het Indiase subcontinent,,
16137,EU.6874.59,enterprise,Al-Qa’ida op het Indiase subcontinent,,
16138,EU.6874.59,enterprise,Al Qaida op het Indische subcontinent (AQIS),,
16139,EU.6874.59,enterprise,Qaedat al-Jihad do subcontinente indiano,,
16140,EU.6874.59,enterprise,Al-Qaida do subcontinente indiano,,
16141,EU.6874.59,enterprise,Alcaida do Subcontinente Indiano (AQIS),,
16142,EU.6874.59,enterprise,Al-Kaida na subkontynencie indyjskim,,
16143,EU.6874.59,enterprise,Qaedat al-Jihad în Subcontinentul Indian,,
16144,EU.6874.59,enterprise,Al-Qaida în Subcontinentul Indian,,
16145,EU.6874.59,enterprise,Qaedat al-Jihad na Indijski podcelini,,
16146,EU.6874.59,enterprise,Al-Qa’ida na Indijski podcelini,,
16147,EU.6874.59,enterprise,Al Kaida na Indijski podcelini (AQIS),,
16148,EU.6875.58,enterprise,Da’esh - Wilayat al-Hind,,
16149,EU.6875.58,enterprise,IS-Wilayat al-Hind,,
16150,EU.6875.58,enterprise,Islamic State’s Hind Province (ISHP),,
16151,EU.6875.58,enterprise,Wilayah of Hind,,
16152,EU.6875.58,enterprise,Da’esh - Hind Province,,
16153,EU.6875.58,enterprise,Provincia de Hind del Estado Islámico (ISHP),,
16154,EU.6875.58,enterprise,Daesh — provincia de Hind,,
16155,EU.6875.58,enterprise,Даиш — провинция Инд,,
16156,EU.6875.58,enterprise,Hindi provintsi Daesh,,
16157,EU.6875.58,enterprise,Provinz Hind des Islamischen Staates,,
16158,EU.6875.58,enterprise,Provinz Hind,,
16159,EU.6875.58,enterprise,Islámský stát v provincii Indie,,
16160,EU.6875.58,enterprise,Province du Hind de l’État islamique,,
16161,EU.6875.58,enterprise,Wilaya du Hind,,
16162,EU.6875.58,enterprise,Daech — Province du Hind,,
16163,EU.6875.58,enterprise,Cúige Hind an Stáit Ioslamaigh (ISHP),,
16164,EU.6875.58,enterprise,Wilayah Hind,,
16165,EU.6875.58,enterprise,Da’esh - Cúige Hind,,
16166,EU.6875.58,enterprise,Hindo provincijos Da’esh,,
16167,EU.6875.58,enterprise,Dàesh - Wilayat al-Hind,,
16168,EU.6875.58,enterprise,Dàesh - Hind Province,,
16169,EU.6875.58,enterprise,Daiš – pokrajina Hind,,
16170,EU.6875.58,enterprise,Prowincja Hind Państwa Islamskiego,,
16171,EU.6875.58,enterprise,Wilaja z Hind,,
16172,EU.6875.58,enterprise,Daisz w prowincji Hind,,
16173,EU.6875.58,enterprise,Islamitische Staat Hind Province (ISHP),,
16174,EU.6875.58,enterprise,Provinċja ta’ Hind tal-Istat Iżlamiku,,
16175,EU.6875.58,enterprise,Wilayah ta’ Hind,,
16176,EU.6875.58,enterprise,Da’esh –Provinċja ta’ Hind,,
16177,EU.6875.58,enterprise,Dáis – Hind tartomány,,
16178,EU.6875.58,enterprise,Daexe — Wilayat al-Hind,,
16179,EU.6875.58,enterprise,IS[EI]-Wilayat al-Hind,,
16180,EU.6875.58,enterprise,Província de Hind do Estado Islâmico (ISHP),,
16181,EU.6875.58,enterprise,Wilayah do Hind,,
16182,EU.6875.58,enterprise,Daexe — Província de Hind,,
16183,EU.6875.58,enterprise,provinca Hind Islamske države,,
16184,EU.6875.58,enterprise,Daiš – provinca Hind,,
16185,EU.6875.58,enterprise,Provincia Hind a Statului Islamic,,
16186,EU.6875.58,enterprise,Wilayah din Hind,,
16187,EU.6875.58,enterprise,Da’esh – Provincia Hind,,
16188,EU.6892.96,person,Алексей Юрьевич  ЧЕРНЯК,,
16189,EU.6892.96,person,Aleksei Yurievich  CHERNIAK,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.040.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A040%3ATOC,
16190,EU.6892.96,person,Aleksej Jurjevitj TJERNJAK,,
16191,EU.6892.96,person,,,
16192,EU.6892.96,person,,,
16193,EU.6893.95,person,Леонид Иванович  БАБАШОВ,,
16194,EU.6893.95,person,Leonid Ivanovich  BABASHOV,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.040.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A040%3ATOC,
16195,EU.6893.95,person,Leonid Ivanovitj BABASJOV,,
16196,EU.6893.95,person,,,
16197,EU.6894.94,person,Татьяна  Георгиевна  ЛОБАЧ,,
16198,EU.6894.94,person,Tatiana Georgievna  LOBACH,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.040.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A040%3ATOC,
16199,EU.6894.94,person,Tatiana Georgijevna LOBATJ,,
16200,EU.6894.94,person,,,
16201,EU.6895.93,person,Нина Сергеевна  ФАУСТОВА,,
16202,EU.6895.93,person,Nina Sergeevna  FAUSTOVA,,
16203,EU.6895.93,person,Nina Sergejevna FAUSTOVA,,
16204,EU.6895.93,person,,,
16205,EU.6896.92,person,Александр  Евгеньевич  ЧМЫХАЛОВ,,
16206,EU.6896.92,person,Aleksandr  Evgenevich  CHMYHALOV,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.040.01.0003.01.ENG&toc=OJ%3AL%3A2022%3A040%3ATOC,
16207,EU.6896.92,person,Aleksandr Jevgenjevitj TJMYCHALOV,,
16208,EU.6896.92,person,,,
16209,EU.6913.61,person,Aung  Naing Oo,,
16210,EU.6913.61,person,,Yangon,
16211,EU.6913.61,person,,,
16212,EU.6913.61,person,,,
16213,EU.6913.61,person,,,
16214,EU.6913.61,person,,,
16215,EU.6914.60,person,Charlie  Than,,
16216,EU.6914.60,person,,Yangon,
16217,EU.6914.60,person,,,
16218,EU.6914.60,person,,,
16219,EU.6915.59,person,Thet Thet  Khine,,
16220,EU.6915.59,person,,Yangon,
16221,EU.6915.59,person,,,
16222,EU.6915.59,person,,,
16223,EU.6915.59,person,,,
16224,EU.6915.59,person,,,
16225,EU.6916.58,person,U  Maung  Maung  Ohn,,
16226,EU.6916.58,person,Maung  Maung  Ohn,,
16227,EU.6916.58,person,,,
16228,EU.6917.57,person,U  Shwe  Kyein,,
16229,EU.6917.57,person,Shwe  Kyein,,
16230,EU.6917.57,person,,,
16231,EU.6918.56,person,U  Aung Moe  Myint,,
16232,EU.6918.56,person,Aung Moe  Myint,,
16233,EU.6918.56,person,,,
16234,EU.6919.55,person,U  Than Tun,,
16235,EU.6919.55,person,Than Tun,,
16236,EU.6919.55,person,,,
16237,EU.6920.33,person,U Aung  Lwin OO,,
16238,EU.6920.33,person,Aung Lwin  Oo,,
16239,EU.6920.33,person,,,
16240,EU.6921.32,person,U Aung  Saw Win,,
16241,EU.6921.32,person,Aung Saw  Win,,
16242,EU.6921.32,person,,,
16243,EU.6922.31,person,Than Win,,
16244,EU.6922.31,person,,,
16245,EU.6923.30,person,U  Saw Ba  Hline,,
16246,EU.6923.30,person,Saw Ba  Hline,,
16247,EU.6923.30,person,,,
16248,EU.6924.29,person,U  Soe OO,,
16249,EU.6924.29,person,Soe Oo,,
16250,EU.6924.29,person,,,
16251,EU.6925.28,person,U  Than Soe,,
16252,EU.6925.28,person,Than Soe,,
16253,EU.6925.28,person,,,
16254,EU.6926.27,person,U  Bran  Shaung,,
16255,EU.6926.27,person,Bran  Shaung,,
16256,EU.6926.27,person,,,
16257,EU.6927.26,person,U  Myint Oo,,
16258,EU.6927.26,person,Myint Oo,,
16259,EU.6927.26,person,,,
16260,EU.6928.25,person,U  Khin  Maung Oo,,
16261,EU.6928.25,person,Khin  Maung Oo,,
16262,EU.6928.25,person,,,
16263,EU.6929.24,person,Daw  Nu Mya  Zan,,
16264,EU.6929.24,person,Nu Mya  Zan,,
16265,EU.6929.24,person,,,
16266,EU.6930.2,person,U  Myint  Thein,,
16267,EU.6930.2,person,Myint  Thein,,
16268,EU.6930.2,person,,,
16269,EU.6931.1,person,Dr  Ba Maung,,
16270,EU.6931.1,person,Ba Maung,,
16271,EU.6931.1,person,,,
16272,EU.6932.0,person,Tayza  Kyaw,,
16273,EU.6932.0,person,U Tayza Kyaw,,
16274,EU.6932.0,person,,,
16275,EU.6933.96,person,Ni Lin  Aung,,
16276,EU.6933.96,person,,,
16277,EU.6934.95,person,Aung Zaw  Aye,,
16278,EU.6934.95,person,,,
16279,EU.6935.94,enterprise,Htoo Group of Companies,,
16280,EU.6935.94,enterprise,Groupe d'entreprises Htoo,,
16281,EU.6935.94,enterprise,grupo de empresas Htoo,,
16282,EU.6935.94,enterprise,,Yangon,
16283,EU.6936.93,enterprise,International Group of Entrepreneurs (IGE) Company Limited,,
16284,EU.6936.93,enterprise,,Yangon,
16285,EU.6937.92,enterprise,No. 1 Mining Enterprise (ME1),,
16286,EU.6937.92,enterprise,,Monywa,
16287,EU.6952.35,person,Malick DIAW,,
16288,EU.6952.35,person,,Bamako,MALI
16289,EU.6952.35,person,,,
16290,EU.6952.35,person,,,
16291,EU.6952.35,person,,,
16292,EU.6953.34,person,Ismaël WAGUÉ,,
16293,EU.6953.34,person,,Bamako,MALI
16294,EU.6953.34,person,,,
16295,EU.6953.34,person,,,
16296,EU.6953.34,person,,,
16297,EU.6954.33,person,Choguel MAÏGA,,
16298,EU.6954.33,person,,Bamako,MALI
16299,EU.6954.33,person,,,
16300,EU.6954.33,person,,,
16301,EU.6954.33,person,,,
16302,EU.6955.32,person,Ibrahim Ikassa MAÏGA,,
16303,EU.6955.32,person,,Bamako,MALI
16304,EU.6955.32,person,,,
16305,EU.6955.32,person,,,
16306,EU.6955.32,person,,,
16307,EU.6956.31,person,Adama Ben DIARRA,,
16308,EU.6956.31,person,Ben Le Cerveau,,
16309,EU.6956.31,person,,Bamako,MALI
16310,EU.6956.31,person,,,
16311,EU.6956.31,person,,,
16312,EU.6956.31,person,,,
16313,EU.6972.70,person,Hala Tarif ALMAGHOUT,,
16314,EU.6972.70,person,هلا طريف الماغوط,,
16315,EU.6972.70,person,,,
16316,EU.6972.70,person,,,
16317,EU.6973.69,person,Ghada Adib MHANNA,,
16318,EU.6973.69,person,غاده أديب مهنا,,
16319,EU.6973.69,person,,,
16320,EU.6974.68,person,Shalaa Mohammed MAKHLOUF,,
16321,EU.6974.68,person,شهلاء محمد مخلوف,,
16322,EU.6974.68,person,,,
16323,EU.6975.67,person,Kinda Mohammed MAKHLOUF,,
16324,EU.6975.67,person,كندا محمد مخلوف,,
16325,EU.6975.67,person,,,
16326,EU.6976.66,person,Sara Mohammed MAKHLOUF,,
16327,EU.6976.66,person,ساره محمد مخلوف,,
16328,EU.6976.66,person,,,
16329,EU.6992.8,enterprise,Myanma Oil and Gas Enterprise,,
16330,EU.6992.8,enterprise,Mjanmarský ropný a plynárenský podnik,,
16331,EU.6992.8,enterprise,Companhia de Mianmar de Petróleo e Gás,,
16332,EU.6992.8,enterprise,,Nay Pyi Taw,
16333,EU.7032.4,person,Gennady Andreevich  Zyuganov,,
16334,EU.7032.4,person,Зюганов Геннадий Андреевич,,
16335,EU.7032.4,person,,,
16336,EU.7033.3,person,Yury Vyacheslavovich  Afonin,,
16337,EU.7033.3,person,Афонин Юрий Вячеславович,,
16338,EU.7033.3,person,,,
16339,EU.7034.2,person,Vladimir Kashin,,
16340,EU.7034.2,person,Кашин Владимир Иванович,,
16341,EU.7034.2,person,,,
16342,EU.7035.1,person,Dmitry Novikov,,
16343,EU.7035.1,person,Новиков Дмитрий Георгиевич,,
16344,EU.7035.1,person,,,
16345,EU.7036.0,person,Nikolay Kharitonov,,
16346,EU.7036.0,person,Харитонов Николай Михайлович,,
16347,EU.7036.0,person,,,
16348,EU.7037.96,person,Коломейцев  Николай Васильевич,,
16349,EU.7037.96,person,Nikolai Kolomeytsev,,
16350,EU.7037.96,person,,,
16351,EU.7038.95,person,Шаргунов Сергей  Александрович,,
16352,EU.7038.95,person,Sergey Shargunov,,
16353,EU.7038.95,person,,,
16354,EU.7039.94,person,Кумин Вадим Валентинович,,
16355,EU.7039.94,person,Vadim Kumin,,
16356,EU.7039.94,person,,,
16357,EU.7041.71,person,Синельщиков Юрий Петрович,,
16358,EU.7041.71,person,Yury Sinelshchikov,,
16359,EU.7041.71,person,,,
16360,EU.7042.70,person,Тайсаев Казбек Куцукович,,
16361,EU.7042.70,person,Kazbek Taysayev,,
16362,EU.7042.70,person,,,
16363,EU.7043.69,person,Куринный Алексей Владимирович,,
16364,EU.7043.69,person,Alexey Kurinny,,
16365,EU.7043.69,person,,,
16366,EU.7044.68,person,Глазкова Анжелика Егоровна,,
16367,EU.7044.68,person,Anzhelika Glazkova,,
16368,EU.7044.68,person,,,
16369,EU.7045.67,person,Ющенко Александр Андреевич,,
16370,EU.7045.67,person,Alexander Yushchenko,,
16371,EU.7045.67,person,,,
16372,EU.7046.66,person,Мархаев Вячеслав Михайлович,,
16373,EU.7046.66,person,Vyacheslav Markhayev,,
16374,EU.7046.66,person,,,
16375,EU.7047.65,person,Бифов Aнатолий Жамалович,,
16376,EU.7047.65,person,Anatoly Bifov,,
16377,EU.7047.65,person,,,
16378,EU.7048.64,person,Николай Васильевич Арефьев,,
16379,EU.7048.64,person,Nikolay Arefyev,,
16380,EU.7048.64,person,,,
16381,EU.7049.63,person,Комоцкий Борис Олегович,,
16382,EU.7049.63,person,Boris Komotsky,,
16383,EU.7049.63,person,,,
16384,EU.7050.41,person,Филатова Ирина Анатольевна,,
16385,EU.7050.41,person,Irina Filatova,,
16386,EU.7050.41,person,,,
16387,EU.7051.40,person,Левченко Сергей Георгиевич,,
16388,EU.7051.40,person,Sergey Levchenko,,
16389,EU.7051.40,person,,,
16390,EU.7052.39,person,Прокофьев Артём Вячеславович,,
16391,EU.7052.39,person,Artyom Prokofyev,,
16392,EU.7052.39,person,,,
16393,EU.7053.38,person,Дробот Мария Владимировна,,
16394,EU.7053.38,person,Maria Drobot,,
16395,EU.7053.38,person,,,
16396,EU.7054.37,person,Бабич Иван Николаевич,,
16397,EU.7054.37,person,Ivan Babich,,
16398,EU.7054.37,person,,,
16399,EU.7055.36,person,Осадчий Николай Иванович,,
16400,EU.7055.36,person,Nikolay Osadchy,,
16401,EU.7055.36,person,,,
16402,EU.7056.35,person,Корниенко Алексей Викторович,,
16403,EU.7056.35,person,Alexey Korniyenko,,
16404,EU.7056.35,person,,,
16405,EU.7057.34,person,Гаврилов Сергей Анатольевич,,
16406,EU.7057.34,person,Sergey Gavrilov,,
16407,EU.7057.34,person,,,
16408,EU.7058.33,person,Иванов Николай Николаевич,,
16409,EU.7058.33,person,Nikolay Ivanov,,
16410,EU.7058.33,person,,,
16411,EU.7059.32,person,Лябихов Роман Михайлович,,
16412,EU.7059.32,person,Roman Lyabikhov,,
16413,EU.7059.32,person,,,
16414,EU.7060.10,person,Исаков Владимир Павлович,,
16415,EU.7060.10,person,Vladimir Isakov,,
16416,EU.7060.10,person,,,
16417,EU.7061.9,person,Сулейманов Ренат Исмаилович,,
16418,EU.7061.9,person,Renat Suleymanov,,
16419,EU.7061.9,person,,,
16420,EU.7062.8,person,Блоцкий Владимир Николаевич,,
16421,EU.7062.8,person,Vladimir Blotsky,,
16422,EU.7062.8,person,,,
16423,EU.7063.7,person,Пантелеев Сергей Михайлович,,
16424,EU.7063.7,person,Sergey Panteleyev,,
16425,EU.7063.7,person,,,
16426,EU.7064.6,person,Камнев Георгий Петрович,,
16427,EU.7064.6,person,Georgy Kamnev,,
16428,EU.7064.6,person,,,
16429,EU.7065.5,person,Васильев Николай Иванович,,
16430,EU.7065.5,person,Nikolay Vasilyev,,
16431,EU.7065.5,person,,,
